Yr_rank,Overall_rank,TID,Technique,Percentage,Overall_perc,Type,Year,Reporter,Target,Source
4,9,T1003.003,OS Credential Dumping: NTDS,23.0,15.91,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-259a
4,9,T1003.003,OS Credential Dumping: NTDS,23.0,15.91,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
4,9,T1003.003,OS Credential Dumping: NTDS,21.4,15.91,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
4,9,T1003.003,OS Credential Dumping: NTDS,21.4,15.91,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-074a
4,9,T1003.003,OS Credential Dumping: NTDS,21.4,15.91,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
6,15,T1003.002,OS Credential Dumping: Security Account Manager,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,14,T1003.004,OS Crednetial Dumping: LSA Secrets,6.25,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,15,T1201,Password Policy Discovery,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,15,T1120,Peripheral Device Discovery,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,14,T1069,Permission Groups Discovery,15.3,4.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
5,14,T1069,Permission Groups Discovery,15.3,4.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
6,15,T1069.002,Permission Groups Discovery: Domain Groups,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,15,T1069.001,Permission Groups Discovery: Local Groups,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,14,T1185,Person in the Browser,7.69,4.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
5,11,T1566,Phishing,15.3,11.36,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-287a
5,11,T1566,Phishing,15.3,11.36,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-131a
4,11,T1566,Phishing,21.4,11.36,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-223a
4,11,T1566,Phishing,21.4,11.36,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-181a
4,11,T1566,Phishing,21.4,11.36,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-152a
3,4,T1566:001,Phishing: Spearphishing Attachment,30.7,27.27,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
1,4,T1566.001,Phishing: Spearphishing Attachment,37.5,27.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
1,4,T1566.001,Phishing: Spearphishing Attachment,37.5,27.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
1,4,T1566.001,Phishing: Spearphishing Attachment,37.5,27.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
1,4,T1566.001,Phishing: Spearphishing Attachment,37.5,27.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
1,4,T1566.001,Phishing: Spearphishing Attachment,37.5,27.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
1,4,T1566.001,Phishing: Spearphishing Attachment,37.5,27.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
3,4,T1566.001,Phishing: Spearphishing Attachment,30.7,27.27,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
3,4,T1566.001,Phishing: Spearphishing Attachment,30.7,27.27,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200a
3,4,T1566.001,Phishing: Spearphishing Attachment,30.7,27.27,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
6,4,T1566.001,Phishing: Spearphishing Attachment,7.14,27.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-152a
6,4,T1566.001,Phishing: Spearphishing Attachment,7.14,27.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
1,2,T1566.002,Phishing: Spearphishing Link,37.5,31.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
1,2,T1566.002,Phishing: Spearphishing Link,37.5,31.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
1,2,T1566.002,Phishing: Spearphishing Link,37.5,31.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
1,2,T1566.002,Phishing: Spearphishing Link,37.5,31.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
1,2,T1566.002,Phishing: Spearphishing Link,37.5,31.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-258a
1,2,T1566.002,Phishing: Spearphishing Link,37.5,31.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-205a
1,2,T1566.002,Phishing: Spearphishing Link,46.1,31.82,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
1,2,T1566.002,Phishing: Spearphishing Link,46.1,31.82,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200a
1,2,T1566.002,Phishing: Spearphishing Link,46.1,31.82,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
1,2,T1566.002,Phishing: Spearphishing Link,46.1,31.82,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-148a
1,2,T1566.002,Phishing: Spearphishing Link,46.1,31.82,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
1,2,T1566.002,Phishing: Spearphishing Link,46.1,31.82,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-048a
5,2,T1566.002,Phishing: Spearphishing Link,14.2,31.82,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
5,2,T1566.002,Phishing: Spearphishing Link,14.2,31.82,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
6,15,T1566.003,Phishing: Spearphishing via Service,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,15,T0836,PLCs,6.25,2.27,Public,2020,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa20-205a
5,14,T0861,Point & Tag Identification,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
5,14,T0861,Point & Tag Identification,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
6,15,T1542.003,Pre-OS Boot: Bootkit,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,15,T1542.001,Pre-OS Boot: System Firmware,7.14,2.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
1,4,T1057,Process Discovery,37.5,27.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
1,4,T1057,Process Discovery,37.5,27.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
1,4,T1057,Process Discovery,37.5,27.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-302a
1,4,T1057,Process Discovery,37.5,27.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
1,4,T1057,Process Discovery,37.5,27.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
1,4,T1057,Process Discovery,37.5,27.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
4,4,T1057,Process Discovery,23.0,27.27,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-291a
4,4,T1057,Process Discovery,23.0,27.27,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
4,4,T1057,Process Discovery,23.0,27.27,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
4,4,T1057,Process Discovery,21.4,27.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
4,4,T1057,Process Discovery,21.4,27.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
4,4,T1057,Process Discovery,21.4,27.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
3,10,T1055,Process Injection,25.0,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
3,10,T1055,Process Injection,25.0,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-302a
3,10,T1055,Process Injection,25.0,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
3,10,T1055,Process Injection,25.0,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
5,10,T1055,Process Injection,14.2,13.64,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
5,10,T1055,Process Injection,14.2,13.64,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
6,12,T1055.001,Process Injection: Dynamic-link Library Injection,6.25,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
4,12,T1055.001,Process Injection: Dynamic-link Library Injection,23.0,9.09,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
4,12,T1055.001,Process Injection: Dynamic-link Library Injection,23.0,9.09,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
4,12,T1055.001,Process Injection: Dynamic-link Library Injection,23.0,9.09,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-148a
6,15,T1055.002,Process Injection: Portable Executable Injection,7.69,2.27,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
5,13,T1055.012,Process Injection: Process Hollowing,12.5,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
5,13,T1055.012,Process Injection: Process Hollowing,12.5,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,13,T1055.012,Process Injection: Process Hollowing,7.69,6.82,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
6,15,T0843,Program Download,6.25,2.27,Public,2020,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa20-205a
5,14,T0843,Program Download,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
5,14,T0843,Program Download,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
5,14,T0845,Program Upload,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
5,14,T0845,Program Upload,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
6,13,T1572,Protocol Tunneling,6.25,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,13,T1572,Protocol Tunneling,15.3,6.82,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200a
5,13,T1572,Protocol Tunneling,15.3,6.82,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
4,10,T1090,Proxy,18.7,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
4,10,T1090,Proxy,18.7,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-198a
4,10,T1090,Proxy,18.7,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-183a
4,10,T1090,Proxy,21.4,13.64,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
4,10,T1090,Proxy,21.4,13.64,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-174a
4,10,T1090,Proxy,21.4,13.64,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
4,11,T1090.002,Proxy: External Proxy,18.7,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,11,T1090.002,Proxy: External Proxy,18.7,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
4,11,T1090.002,Proxy: External Proxy,18.7,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-258a
5,11,T1090.002,Proxy: External Proxy,14.2,11.36,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-138b
5,11,T1090.002,Proxy: External Proxy,14.2,11.36,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
5,10,T1090.003,Proxy: Multi-Hop Proxy,12.5,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,10,T1090.003,Proxy: Multi-Hop Proxy,12.5,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-258a
3,10,T1090.003,Proxy: Multi-Hop Proxy,30.7,13.64,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200a
3,10,T1090.003,Proxy: Multi-Hop Proxy,30.7,13.64,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
3,10,T1090.003,Proxy: Multi-Hop Proxy,30.7,13.64,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-131a
6,10,T1090.003,Proxy: Multi-Hop Proxy,7.14,13.64,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
4,13,T1012,Query Registry,18.7,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
4,13,T1012,Query Registry,18.7,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,13,T1012,Query Registry,18.7,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,15,T1047.001,Registry Run Keys / Startup Folder,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-302a
4,11,T1219,Remote Access Software,18.7,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,11,T1219,Remote Access Software,18.7,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
4,11,T1219,Remote Access Software,18.7,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
5,11,T1219,Remote Access Software,14.2,11.36,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-152a
5,11,T1219,Remote Access Software,14.2,11.36,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
6,15,T0886,Remote Services,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
5,14,T1021,Remote Services,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
5,14,T1021,Remote Services,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-107a
4,12,T1021.001,Remote Services: Remote Desktop Protocol,18.7,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,12,T1021.001,Remote Services: Remote Desktop Protocol,18.7,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
4,12,T1021.001,Remote Services: Remote Desktop Protocol,18.7,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,12,T1021.001,Remote Services: Remote Desktop Protocol,7.14,9.09,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-174a
5,11,T1021.002,Remote Services: SMB/Windows Admin Shares,12.5,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
5,11,T1021.002,Remote Services: SMB/Windows Admin Shares,12.5,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
5,11,T1021.002,Remote Services: SMB/Windows Admin Shares,15.3,11.36,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-291a
5,11,T1021.002,Remote Services: SMB/Windows Admin Shares,15.3,11.36,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
6,11,T1021.002,Remote Services: SMB/Windows Admin Shares,7.14,11.36,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
6,15,T1021.004,Remote Services: SSH,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,15,T0846,Remote System Discovery,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
5,9,T1018,Remote System Discovery,12.5,15.91,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,9,T1018,Remote System Discovery,12.5,15.91,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
4,9,T1018,Remote System Discovery,23.0,15.91,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-291a
4,9,T1018,Remote System Discovery,23.0,15.91,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
4,9,T1018,Remote System Discovery,23.0,15.91,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
5,9,T1018,Remote System Discovery,14.2,15.91,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
5,9,T1018,Remote System Discovery,14.2,15.91,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-074a
5,14,T0888,Remote System Information Discovery,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
5,14,T0888,Remote System Information Discovery,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
6,15,T1091,Replication Through Removable Media,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,15,T1496,Resource Hijacking,7.69,2.27,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
5,14,T1014,Rootkit,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,14,T1014,Rootkit,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,15,T1029,Schedule Transfer,7.14,2.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
6,14,T1053,Scheduled Task/Job,6.25,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,14,T1053,Scheduled Task/Job,7.14,4.55,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
6,15,T1053.003,Scheduled Task/Job: Cron,7.69,2.27,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
6,14,T1053.004,Scheduled Task/Job: Launchd,6.25,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,14,T1053.004,Scheduled Task/Job: Launchd,7.69,4.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-048a
5,6,T1053.005,Scheduled Task/Job: Scheduled Task,12.5,22.73,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,6,T1053.005,Scheduled Task/Job: Scheduled Task,12.5,22.73,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
3,6,T1053.005,Scheduled Task/Job: Scheduled Task,30.7,22.73,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-321a
3,6,T1053.005,Scheduled Task/Job: Scheduled Task,30.7,22.73,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
3,6,T1053.005,Scheduled Task/Job: Scheduled Task,30.7,22.73,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
3,6,T1053.005,Scheduled Task/Job: Scheduled Task,30.7,22.73,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-048a
3,6,T1053.005,Scheduled Task/Job: Scheduled Task,28.5,22.73,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-257a
3,6,T1053.005,Scheduled Task/Job: Scheduled Task,28.5,22.73,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-174a
3,6,T1053.005,Scheduled Task/Job: Scheduled Task,28.5,22.73,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
3,6,T1053.005,Scheduled Task/Job: Scheduled Task,28.5,22.73,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
4,10,T1113,Screen Capture,18.7,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,10,T1113,Screen Capture,18.7,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
4,10,T1113,Screen Capture,18.7,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
5,10,T1113,Screen Capture,14.2,13.64,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
5,10,T1113,Screen Capture,14.2,13.64,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
5,14,T0853,Scripting,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
5,14,T0853,Scripting,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
3,6,T1505.003,Server Software Component: Web Shell,25.0,22.73,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
3,6,T1505.003,Server Software Component: Web Shell,25.0,22.73,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
3,6,T1505.003,Server Software Component: Web Shell,25.0,22.73,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
3,6,T1505.003,Server Software Component: Web Shell,25.0,22.73,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
4,6,T1505.003,Server Software Component: Web Shell,23.0,22.73,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-336a
4,6,T1505.003,Server Software Component: Web Shell,23.0,22.73,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-259a
4,6,T1505.003,Server Software Component: Web Shell,23.0,22.73,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
4,6,T1505.003,Server Software Component: Web Shell,21.4,22.73,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-174a
4,6,T1505.003,Server Software Component: Web Shell,21.4,22.73,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-138b
4,6,T1505.003,Server Software Component: Web Shell,21.4,22.73,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
6,15,T0881,Service Stop,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
6,15,T1489,Service Stop,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-302a
6,15,T1129,Shared Modules,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,15,T1129,Shared Modules,7.14,2.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
5,14,T1072,Software Deployment Tools,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
5,14,T1072,Software Deployment Tools,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-258a
6,14,T1518,Software Discovery,6.25,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
6,14,T1518,Software Discovery,7.14,4.55,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
4,12,T1518.001,Software Discovery: Security Software Discovery,18.7,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
4,12,T1518.001,Software Discovery: Security Software Discovery,18.7,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,12,T1518.001,Software Discovery: Security Software Discovery,18.7,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,12,T1518.001,Software Discovery: Security Software Discovery,7.14,9.09,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
6,15,T0865,Spearphishing Attachment,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
6,15,T0869,Standard Application Layer Protocol,6.25,2.27,Public,2020,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa20-205a
6,15,T0869,Standard Application Layer Protocol,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
6,15,T1528,Steal Application Access Token,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
