Rank,TID,Technique,Percentage,Reporter,Year,Type,Source
6,T1218.005,System Binary Proxy Execution: Mshta,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
230,T1218.005,System Binary Proxy Execution: Mshta,0.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
249,T1218.007,System Binary Proxy Execution: Msiexec,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
230,T1218.010,System Binary Proxy Execution: Regsvr32,0.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
2,T1218.011,Rundll32,23.3,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
6,T1218.011,System Binary Proxy Execution: Rundll32,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
134,T1218.011,System Binary Proxy Execution: Rundll32,3.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1219,Remote Access Software,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
176,T1219,Remote Access Software,1.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
170,T1222,File and Directory Permissions Modification,1.7,M-Trends,2022,Private,https://www.mandiant.com/media/15671
230,T1222.001,File and Directory Permissions Modification: Windows File and Directory Permission Modification,0.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
249,T1222.002,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1222.002,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
127,T1480,Execution Guardrails,3.7,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1480,Execution Guardrails,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
311,T1480.001,Execution Guardrails: Environmental Keying,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
77,T1482,Domain Trust Discovery,8.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1482,Domain Trust Discovery,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
210,T1484,Domain Policy Modification,0.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
210,T1484.001,Domain Policy Modification: Group Policy Modification,0.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1497,Virtualization/Sandbox Evasion,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
13,T1497,Virtualization/Sandbox Evasion,26.9,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1497.001,Virtualization/Sandbox Evasion: System Checks,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
28,T1497.001,Virtualization/Sandbox Evasion: System Checks,17.7,M-Trends,2022,Private,https://www.mandiant.com/media/15671
134,T1497.003,Virtualization/Sandbox Evasion: Time-Based Evasion,3.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
40,T1505,Server Software Component,14,M-Trends,2022,Private,https://www.mandiant.com/media/15671
4,T1505.003,Server Software Component: Web Shell,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
40,T1505.003,Server Software Component: Web Shell,14,M-Trends,2022,Private,https://www.mandiant.com/media/15671
249,T1505.004,Server Software Component: IIS Components,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1518,Software Discovery,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
31,T1518,Software Discovery,16.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1518.001,Software Discovery: Security Software Discovery,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
280,T1518.001,Software Discovery: Security Software Discovery,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1526,Cloud Service Discovery,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
107,T1529,System Shutdown/Reboot,4.9,M-Trends,2022,Private,https://www.mandiant.com/media/15671
199,T1530,Data from Cloud Storage Object,0.9,M-Trends,2022,Private,https://www.mandiant.com/media/15671
280,T1531,Account Access Removal,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
249,T1534,Internal Spearphishing,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1538,Cloud Service Dashboard,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
210,T1539,Steal Web Session Cookie,0.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1542.001,Pre-OS Boot: System Firmware,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
52,T1543,Create or Modify System Process,13.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
8,T1543,Create or Modify System Process,3.65,CTID Sightings,2022,Private,https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf
6,T1543,Create or Modify System Process,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
249,T1543.002,Create or Modify System Process: Systemd Service,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
56,T1543.003,Create or Modify System Process: Windows Service,12.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1543.003,Create or Modify System Process: Windows Service,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
149,T1546,Event Triggered Execution,2.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1546.001,Event Triggered Execution: Change Default File Association,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1546.002,Event Triggered Execution: Screensaver,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
176,T1546.003,Event Triggered Execution: Windows Managment Instrumentation Event Subscription,1.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
280,T1546.007,Event Triggered Execution: Netsh Helper DLL,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
199,T1546.008,Event Triggered Execution: Accesibility Features,0.9,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1546.010,Event Triggered Execution: Accesibility Features Appinit DLLs,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1546.012,Event Triggered Execution: Accesibility Features Image File Execution Options Injection,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1546.015,Event Triggered Execution: Accesibility Features Component Object Model Hijacking,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
86,T1547,Boot or Logon Autostart Execution,6.9,M-Trends,2022,Private,https://www.mandiant.com/media/15671
103,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,5.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
4,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
230,T1547.004,Boot or Logon Autostart Execution: Winlogon Helper DLL,0.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1547.006,Boot or Logon Autostart Execution: Kernel Modules and Extensions,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
176,T1547.009,Boot or Logon Autostart Execution: Shortcut Modification,1.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
159,T1548,Abuse Elevation Control Mechanism,2.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
161,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control,2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
210,T1550,Use Alternate Authentication Material,0.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1550.001,Use Alternate Authentication Material: Application Access Token,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
249,T1550.002,Use Alternate Authentication Material: Pass the Hash,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1550.003,Use Alternate Authentication Material: Pass the Ticket,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
116,T1552,Unsecured Credentials,4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1552.001,Unsecured Credentials: Credentials in Files,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
230,T1552.001,Unsecured Credentials: Credentials in Files,0.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
187,T1552.002,Unsecured Credentials: Credentials in Registry,1.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
248,T1552.003,Unsecured Credentials: Bash History,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
176,T1552.004,Unsecured Credentials: Private Keys,1.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
280,T1552.005,Unsecured Credentials: Cloud Instance Metadata API,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
230,T1552.006,Unsecured Credentials: Group Policy Preferences,0.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
36,T1553,Subvert Trust Controls,15.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
36,T1553.002,Subvert Trust Controls: Code Signing,15.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1554,Compromise Client Software Binary,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
161,T1555,Credentials from Password Stores,2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1555,Credentials from Password Stores,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
176,T1555.003,Credentials from Password Stores: Credentials from Web Browsers,1.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1555.003,Credentials from Password Stores: Credentials from Web Browsers,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
311,T1555.004,Credentials from Password Stores: Windows Credential Manager,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
249,T1555.005,Credentials from Password Stores: Password Managers,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
280,T1556,Modify Authentication Process,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1556,Modify Authentication Process,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
280,T1556.003,Modify Authentication Process: Pluggable Authentication Modules,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
156,T1558,Steal or Forge Kerberos Tickets,2.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1558.001,Steal or Forge Kerberos Tickets: Golden Ticket,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
161,T1558.003,Steal or Forge Kerberos Tickets: Kerberoasting,2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
280,T1558.004,Steal or Forge Kerberos Tickets: AS-REP Roasting,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
210,T1559,Inter-Process Communication,0.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
249,T1559.001,Inter-Process Communication: Component Object Model,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1559.001,Inter-Process Communication: Component Object Model,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1559.002,Inter-Process Communication: Dynamic Data Exchange,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
44,T1560,Archive Collected Data,13.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1560,Archive Collected Data,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
116,T1560.001,Archive Collected Data: Archive via Utility,4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
1,T1560.001,Archive Collected Data: Archive via Utility,42.86,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
187,T1560.002,Archive Collected Data: Archive via Library,1.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1561,Disk Wipe,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1561.002,Disk Wipe: Disk Structure Wipe,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
51,T1562,Impair Defenses,13.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
10,T1562,Impair Defenses,1.73,CTID Sightings,2022,Private,https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf
70,T1562.001,Impair Defenses: Disable or Modify Tools,9.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1562.001,Impair Defenses: Disable or Modify Tools,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
249,T1562.003,Impair Defenses: Impair Command History Logging,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
102,T1562.004,Impair Defenses: Disable or Modify System Firewall,5.7,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1562.004,Impair Defenses: Disable or Modify System Firewall,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
311,T1562.007,Impari Defenses: Disable or Modify Cloud Firewall,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
280,T1562.008,Impair Defenses: Disable Cloud Logs,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1562.009,Impair Defenses: Safe Mode Boot,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
23,T1564,Hide Artifacts,20.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
25,T1564.003,Hide Artifacts: Hidden Window,18.9,M-Trends,2022,Private,https://www.mandiant.com/media/15671
280,T1564.004,Hide Artifacts: NTFS File Attributes,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
199,T1564.008,Hide Artifacts: Email Hiding Rules,0.9,M-Trends,2022,Private,https://www.mandiant.com/media/15671
249,T1565,Data Manipulation,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
249,T1565.001,Data Manipulation: Stored Data Manipulation,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
75,T1566,Phishing,8.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
4,T1566,Phishing,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
111,T1566.001,Phishing: Spearphishing Attachment,4.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1566.001,Phishing: Spearphishing Attachment,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
131,T1566.002,Phishing: Spearphishing Link,3.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1566.002,Phishing: Spearphishing Link,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
148,T1567,Exfiltration Over Web Service,3.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1567.001,Exfiltration Over Web Service: Exfiltration to Code Repository,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
199,T1567.002,Exfiltration Over Web Service: Exfiltration to Cloud Storage,0.9,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1567.002,Exfiltration Over Web Service: Exfiltration to Cloud Storage,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
134,T1568,Dynamic Resolution,3.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
134,T1568.002,Dynamic Resolution: Domain Generation Algorithms,3.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1569,System Services,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
15,T1569,System Services,26.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
15,T1569.002,System Services: Service Execution,26.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
230,T1570,Lateral Tool Transfer,0.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1570,Lateral Tool Transfer,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1571,Non-Standard Port,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
110,T1572,Protocol Tunneling,4.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
39,T1573,Encrypted Channel,14.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
230,T1573.001,Encrypted Channel: Symmetric Cryptography,0.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1573.001,Encrypted Channel: Symmetric Cryptography,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
45,T1573.002,Encrypted Channel: Asymmetric Cryptography,13.7,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1573.002,Encrypted Channel: Asymmetric Cryptography,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
10,T1574,Hijack Execution Flow,8.4,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
115,T1574,Hijack Execution Flow,4.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
3,T1574,Hijack Execution Flow,12.6,CTID Sightings,2022,Private,https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf
6,T1574,Hijack Execution Flow,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
10,T1574.001,DLL Search Order Hijacking,7.8,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
280,T1574.001,Hijack Execution Flow: DLL Search Order Hijacking,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
199,T1574.002,Hijack Exectuion Flow: DLL Side-Loading,0.9,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1574.002,Hijack Exectuion Flow: DLL Side-Loading,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
311,T1574.008,Hijack Exectuion Flow: Path Interception by Search Order Hijacking,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
134,T1574.011,Hijack Exectuion Flow: Services Registry Permissions Weakness,3.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
280,T1578,Modify Cloud Compute Infrastructure,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
280,T1578.002,Modify Cloud Compute Infrastructure: Create Cloud Instance,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1578.003,Modify Cloud Compute Infrastructure: Delete Cloud Instance,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
210,T1580,Cloud Infrastructure Discovery,0.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1602,Data from Configuration Repository,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1602.002,Network Device Configuration Dump,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1606,Forge Web Credentials,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1606.001,Forge Web Credentials: Web Cookies,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
121,T1614,System Location Discovery,3.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
121,T1614.001,System Location Discovery: System Language Discovery,3.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1619,Cloud Storage Object Discovery,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
47,T1620,Reflective Code Loading,13.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
130,T1001,Data Obfuscation,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1001.003,Data Obfuscation: Protocol Impersonation,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
34,T1003,OS Credential Dumping,8.8,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1003,OS Credential Dumping,7,Red Canary,2021,Private,https://falksangdata.no/wp-content/uploads/2021/06/RedCanary-2021-Threat-Detection-Report.pdf
5,T1003,OS Credential Dumping,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
55,T1003.001,OS Credential Dumping: LSASS Memory,4.4,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1003.001,OS Credential Dumping: LSASS Memory,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
105,T1003.002,OS Credential Dumping: Security Account Manager,0.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
62,T1003.003,OS Credential Dumping: NTDS,3.4,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
4,T1003.003,OS Credential Dumping: NTDS,23.08,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1003.006,OS Credential Dumping: DCSync,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1003.008,OS Credential Dumping: /etc/passwd and /etc/shadow,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1005,Data from Local System,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1007,System Service Discovery,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1008,Fallback Channels,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1016,System Network Configuration Discovery,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
4,T1018,Remote System Discovery,23.08,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1021.002,Remote Services: SMB/Windows Admin Shares,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
1,T1027,Obfuscated Files or Information,52.6,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
7,T1027,Obfuscated Files or Information,6,Red Canary,2021,Private,https://falksangdata.no/wp-content/uploads/2021/06/RedCanary-2021-Threat-Detection-Report.pdf
1,T1027,Obfuscated Files or Information,46.15,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1027.001,Obfuscated Files or Information: Binary Padding,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
35,T1027.002,Obfuscated Files or Information: Software Packing,8.1,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1027.002,Obfuscated Files or Information: Software Packing,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
115,T1027.003,Obfuscated Files or Information: Steganography,0.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1027.003,Obfuscated Files or Information: Steganography,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1027.004,Ofbuscated Files or Information: Compile After Delivery,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
97,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,1,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1033,System Owner/User Discovery,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
87,T1036,Masquerading,1.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
10,T1036,Masquerading,4,Red Canary,2021,Private,https://falksangdata.no/wp-content/uploads/2021/06/RedCanary-2021-Threat-Detection-Report.pdf
6,T1036,Masquerading,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
115,T1036.001,Masquerading: Invalid Code Signature,0.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
105,T1036.003,Masquerading: Rename System Utilities,0.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1036.005,Masquerading: Match Legitimate Name or Location,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
4,T1041,Exfiltration Over C2 Channel,23.08,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1046,Network Service Scanning,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
70,T1047,Windows Management Instrumentation,2.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1047,Windows Management Instrumentation,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1049,System Network Connections Discovery,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
19,T1053,Scheduled Task/Job,15.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
4,T1053,Scheduled Task/Job,16,Red Canary,2021,Private,https://falksangdata.no/wp-content/uploads/2021/06/RedCanary-2021-Threat-Detection-Report.pdf
6,T1053.003,Scheduled Task/Job: Cron,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1053.004,Scheduled Task/Job: Launchd,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
41,T1053.005,Scheduled Task/Job: Scheduled Task,6.6,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
3,T1053.005,Scheduled Task/Job: Scheduled Task,30.77,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
13,T1055,Process Injection,18.1,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1055,Process Injection,7,Red Canary,2021,Private,https://falksangdata.no/wp-content/uploads/2021/06/RedCanary-2021-Threat-Detection-Report.pdf
4,T1055.001,Process Injection: Dynamic-link Library Injection,23.08,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1055.002,Process Injection: Portable Executable Injection,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
97,T1055.003,Process Injection: Thread Execution Hijacking,1,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1055.012,Process Injection: Process Hollowing,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
115,T1055.12,Process Injection: Process Hollowing,0.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
51,T1056,Input Capture,4.9,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
51,T1056.001,Input Capture: Keylogging,4.9,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1056.004,Input Capture: Credential API Hooking,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
4,T1057,Process Discovery,23.08,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
2,T1059,Command and Scripting Interpreter,51.3,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
